module,rel_path,function,field,line,mechanism,writer_class,schema_source,notes
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_projects_visibility_hard_replacement_canonical_owner_buckets,producer_repair_kind,144,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_projects_visibility_family_hard_replacement_split_owner_trifecta,visibility_fallback_owner_bucket,207,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_projects_visibility_family_hard_replacement_split_owner_trifecta,producer_repair_kind,210,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_projects_referential_local_substitution_owner_bucket_and_repair_kind,visibility_fallback_owner_bucket,235,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_projects_referential_local_substitution_owner_bucket_and_repair_kind,producer_repair_kind,236,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_visibility_family_split_owners,visibility_fallback_owner_bucket,256,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_fallback_visibility_projection,tests/test_golden_replay_fallback_visibility_projection.py,test_golden_projection_observed_turn_passes_classifier_contract_for_visibility_family_split_owners,producer_repair_kind,259,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_projection_engine,tests/test_golden_replay_projection_engine.py,test_cl7_flat_projection_ordering_unchanged_from_backup,fallback_family,100,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_projection_metadata,tests/test_golden_replay_projection_metadata.py,test_ak5_synthetic_turn_exercises_fem_backed_protected_fields,fallback_temporal_frame,71,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_projection_presence_integration,tests/test_golden_replay_projection_presence_integration.py,test_bl3_rich_fixture_presence_pipeline_locked,fallback_family_used,57,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_projection_presence_integration,tests/test_golden_replay_projection_presence_integration.py,test_bl3_rich_fixture_presence_pipeline_locked,realization_fallback_family,58,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_trend,tests/test_golden_replay_trend.py,_raw_turn,opening_fallback_owner_bucket,58,dict_update,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_trend,tests/test_golden_replay_trend.py,_raw_turn,sealed_fallback_owner_bucket,58,dict_update,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_golden_replay_trend,tests/test_golden_replay_trend.py,test_synthetic_owner_bucket_drift,sealed_fallback_owner_bucket,179,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_opening_fallback_owner_bucket,tests/test_opening_fallback_owner_bucket.py,test_fail_closed_repair_kind_maps_to_sealed_gate,opening_fallback_authorship_source,83,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_opening_fallback_owner_bucket,tests/test_opening_fallback_owner_bucket.py,test_canonical_legacy_compat_local_authorship_token_maps_to_unknown_ambiguous,opening_fallback_authorship_source,109,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_opening_fallback_owner_bucket,tests/test_opening_fallback_owner_bucket.py,test_strict_social_signal_maps_to_strict_social_only_when_explicit,fallback_family,199,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replacement_attribution_inventory,tests/test_replacement_attribution_inventory.py,test_opening_lineage_inventory_preserves_split_owner_trifecta_from_fem_builder,fallback_family_used,90,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replacement_attribution_inventory,tests/test_replacement_attribution_inventory.py,test_failure_classification_inventory_has_direct_source_family,owner_bucket,131,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replacement_attribution_inventory,tests/test_replacement_attribution_inventory.py,test_bs4_opening_owner_bucket_direct_stamp,opening_fallback_owner_bucket,579,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replacement_attribution_inventory,tests/test_replacement_attribution_inventory.py,test_co84_sanitizer_replay_projection_projects_owner_when_sealed_wiped,fem_runtime_lineage_events,656,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replacement_attribution_inventory,tests/test_replacement_attribution_inventory.py,test_co86_strict_social_replay_projection_projects_owner_when_sealed_wiped,fem_runtime_lineage_events,877,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replacement_attribution_inventory,tests/test_replacement_attribution_inventory.py,test_co87_opening_mutation_lineage_projects_preserved_repair_kind,opening_fallback_owner_bucket,913,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replacement_attribution_inventory,tests/test_replacement_attribution_inventory.py,test_co87_opening_gate_outcome_projects_repair_and_owner,opening_fallback_owner_bucket,937,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replay_drift_taxonomy,tests/test_replay_drift_taxonomy.py,test_compare_golden_replay_reruns_counts_fallback_frequency_drift,fallback_selection_owner,295,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replay_drift_taxonomy,tests/test_replay_drift_taxonomy.py,test_compare_golden_replay_reruns_counts_fallback_frequency_drift,fallback_family,300,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_replay_drift_taxonomy,tests/test_replay_drift_taxonomy.py,test_compare_golden_replay_reruns_counts_fallback_frequency_drift,fallback_owner,301,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_run_scenario_spine_validation,tests/test_run_scenario_spine_validation.py,event,fallback_authorship_source,716,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_run_scenario_spine_validation,tests/test_run_scenario_spine_validation.py,event,fallback_owner_bucket,717,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_make_runtime_lineage_event_is_json_serializable_and_normalized,fallback_authorship_source,77,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_make_runtime_lineage_event_is_json_serializable_and_normalized,fallback_owner_bucket,78,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_make_runtime_lineage_event_is_json_serializable_and_normalized,fallback_selection_owner,79,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_make_runtime_lineage_event_is_json_serializable_and_normalized,fallback_content_owner,80,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_make_runtime_lineage_event_preserves_sanitizer_split_owners,fallback_selection_owner,146,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_make_runtime_lineage_event_preserves_sanitizer_split_owners,fallback_content_owner,147,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_owns_frequency_and_persisted_recurrence_buckets,fallback_authorship_source,208,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_owns_frequency_and_persisted_recurrence_buckets,fallback_owner_bucket,209,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_owns_frequency_and_persisted_recurrence_buckets,fallback_selection_owner,210,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_owns_frequency_and_persisted_recurrence_buckets,fallback_content_owner,211,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_opening_family_split_owner_trifecta,fallback_owner_bucket,267,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_opening_family_split_owner_trifecta,fallback_authorship_source,268,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_opening_family_split_owner_trifecta,fallback_selection_owner,269,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_opening_family_split_owner_trifecta,fallback_content_owner,270,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_sanitizer_upstream_fast_split_owner_trifecta,fallback_selection_owner,315,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_sanitizer_upstream_fast_split_owner_trifecta,fallback_content_owner,316,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_sanitizer_upstream_fast_split_owner_trifecta,fallback_owner_bucket,331,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_sealed_family_split_owner_trifecta,fallback_owner_bucket,358,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_sealed_family_split_owner_trifecta,fallback_selection_owner,359,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test_summarize_runtime_lineage_events_counts_sealed_family_split_owner_trifecta,fallback_content_owner,360,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
