module,file,kind,responsibility,bj_added,fan_in_total,fan_in_production,fan_in_tests,fan_in_helpers,fan_in_scripts,fan_out_total,fan_out_production,fan_out_tests,fan_out_helpers,fan_out_scripts,importer_files,imported_modules
tests.test_realization_authority,tests/test_realization_authority.py,test,semantic replacement attribution,False,0,0,0,0,0,1,1,0,0,0,,game.realization_authority
tests.test_realization_provenance,tests/test_realization_provenance.py,test,semantic replacement attribution,False,0,0,0,0,0,7,6,0,1,0,,game.gm;game.gm_retry;game.realization_authority;game.realization_provenance;game.social_exchange_emission;game.upstream_response_repairs;tests.helpers.opening_fallback_evidence
tests.test_replacement_attribution_inventory,tests/test_replacement_attribution_inventory.py,test,semantic replacement attribution,False,0,0,0,0,0,6,2,0,4,0,,game.final_emission_replay_projection;game.runtime_lineage_telemetry;tests.helpers.failure_classification_sync;tests.helpers.failure_classifier;tests.helpers.opening_fallback_evidence;tests.helpers.replacement_attribution_inventory
tests.test_replay_drift_taxonomy,tests/test_replay_drift_taxonomy.py,test,replay projection/governance,False,0,0,0,0,0,6,1,1,4,0,,game.runtime_lineage_telemetry;tests.failure_classification_contract;tests.helpers.failure_classifier;tests.helpers.golden_replay_api;tests.helpers.replay_drift_taxonomy;tests.helpers.replay_observed_row_fixtures
tests.test_response_policy_contracts,tests/test_response_policy_contracts.py,test,supporting contract/test,False,0,0,0,0,0,5,4,0,1,0,,game.realization_authority;game.realization_provenance;game.response_policy_contracts;game.upstream_response_repairs;tests.helpers.emission_smoke_assertions
tests.test_response_policy_enforcement_mutation,tests/test_response_policy_enforcement_mutation.py,test,supporting contract/test,False,0,0,0,0,0,5,5,0,0,0,,game.gm;game.realization_authority;game.realization_provenance;game.response_policy_enforcement;game.response_policy_enforcement_manifest
tests.test_retry_social_fallback_block3_scope,tests/test_retry_social_fallback_block3_scope.py,test,fallback selection/projection,False,0,0,0,0,0,5,5,0,0,0,,game.campaign_state;game.gm;game.gm_retry;game.interaction_context;game.storage
tests.test_runtime_lineage_telemetry,tests/test_runtime_lineage_telemetry.py,test,semantic replacement attribution,False,0,0,0,0,0,2,1,0,1,0,,game.runtime_lineage_telemetry;tests.helpers.runtime_lineage_reporting
tests.test_social_answer_candidate,tests/test_social_answer_candidate.py,test,supporting contract/test,False,0,0,0,0,0,5,5,0,0,0,,game.defaults;game.interaction_context;game.social;game.social_exchange_emission;game.storage
tests.test_social_emission_quality,tests/test_social_emission_quality.py,test,supporting contract/test,False,0,0,0,0,0,6,5,0,1,0,,game.defaults;game.final_emission_runtime;game.interaction_context;game.social_exchange_emission;game.storage;tests.helpers.emission_smoke_assertions
tests.test_social_exchange_emission,tests/test_social_exchange_emission.py,test,supporting contract/test,False,0,0,0,0,0,14,13,0,1,0,,game.contract_registry;game.defaults;game.final_emission_gate;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.final_emission_validators;game.gm;game.interaction_context;game.output_sanitizer;game.response_policy_contracts;game.social_exchange_emission;game.speaker_contract_enforcement;game.storage;tests.helpers.emission_smoke_assertions
tests.test_social_fallback_leak_containment,tests/test_social_fallback_leak_containment.py,test,fallback selection/projection,False,0,0,0,0,0,8,7,0,1,0,,game.campaign_state;game.final_emission_repairs;game.final_emission_validators;game.gm;game.interaction_context;game.social_exchange_emission;game.storage;tests.helpers.repairs_consumer_facade
tests.test_social_interaction_authority,tests/test_social_interaction_authority.py,test,supporting contract/test,False,0,0,0,0,0,6,5,0,1,0,,game.api;game.defaults;game.final_emission_runtime;game.interaction_context;game.social_exchange_emission;tests.helpers.emission_smoke_assertions
tests.test_social_speaker_grounding,tests/test_social_speaker_grounding.py,test,speaker finalization,False,0,0,0,0,0,7,6,0,1,0,,game.defaults;game.interaction_context;game.leads;game.social;game.social_exchange_emission;game.storage;tests.helpers.emission_smoke_assertions
tests.test_social_target_authority_regressions,tests/test_social_target_authority_regressions.py,test,supporting contract/test,False,0,0,0,0,0,6,6,0,0,0,,game.adjudication;game.defaults;game.interaction_context;game.social;game.social_exchange_emission;game.storage
tests.test_speaker_contract_enforcement,tests/test_speaker_contract_enforcement.py,test,speaker finalization,False,0,0,0,0,0,10,8,0,2,0,,game.dialogue_social_plan;game.emitted_speaker_signature;game.final_emission_referential_clarity;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.final_emission_visibility_fallback;game.social;game.speaker_contract_enforcement;tests.helpers.emission_smoke_assertions;tests.helpers.strict_social_harness
tests.test_speaker_contract_enforcement_extraction,tests/test_speaker_contract_enforcement_extraction.py,test,speaker finalization,False,0,0,0,0,0,3,3,0,0,0,,game.emitted_speaker_signature;game.final_emission_gate;game.speaker_contract_enforcement
tests.test_speaker_contract_risk,tests/test_speaker_contract_risk.py,test,speaker finalization,False,0,0,0,0,0,15,8,0,7,0,,game.defaults;game.final_emission_gate;game.final_emission_strict_social_stack;game.final_emission_terminal_pipeline;game.interaction_context;game.social;game.speaker_contract_enforcement;game.storage;tests.helpers.block_stu_equivalence_fixtures;tests.helpers.emission_smoke_assertions;tests.helpers.narrative_mode_validator_fixtures;tests.helpers.post_speaker_finalize_probe;tests.helpers.speaker_contract_risk;tests.helpers.speaker_relocation_shadow_harness;tests.helpers.strict_social_harness
tests.test_stale_interlocutor_invalidation_block3,tests/test_stale_interlocutor_invalidation_block3.py,test,supporting contract/test,False,0,0,0,0,0,3,3,0,0,0,,game.defaults;game.interaction_context;game.post_emission_speaker_adoption
tests.test_strict_social_emergency_fallback_dialogue,tests/test_strict_social_emergency_fallback_dialogue.py,test,fallback selection/projection,False,0,0,0,0,0,9,7,0,2,0,,game.defaults;game.dialogue_social_plan;game.gm;game.interaction_context;game.narration_visibility;game.social_exchange_emission;game.storage;tests.helpers.dialogue_social_plan;tests.helpers.emission_smoke_assertions
tests.test_tone_escalation_rules,tests/test_tone_escalation_rules.py,test,supporting contract/test,False,0,0,0,0,0,7,6,0,1,0,,game.final_emission_gate;game.final_emission_meta;game.final_emission_non_strict_stack;game.final_emission_terminal_pipeline;game.final_emission_tone_escalation;game.tone_escalation;tests.helpers.emission_smoke_assertions
tests.test_turn_packet_stage_diff_integration,tests/test_turn_packet_stage_diff_integration.py,test,supporting contract/test,False,2,0,2,0,0,8,7,0,1,0,tests/test_final_emission_gate_delegator_regression.py;tests/test_ownership_registry.py,game.fallback_provenance_debug;game.final_emission_finalize;game.final_emission_runtime;game.final_emission_tone_escalation;game.gm;game.gm_retry;game.turn_packet;tests.helpers.emission_smoke_assertions
tests.test_turn_trace_contract,tests/test_turn_trace_contract.py,test,supporting contract/test,False,0,0,0,0,0,4,2,1,1,0,,game.api;game.output_sanitizer;tests.debug_trace_utils;tests.helpers.turn_pipeline_http_fixtures
tests.test_upstream_fast_fallback_block_l,tests/test_upstream_fast_fallback_block_l.py,test,fallback selection/projection,False,0,0,0,0,0,6,5,0,1,0,,game.api;game.defaults;game.fallback_provenance_debug;game.gm;game.storage;tests.helpers.emission_smoke_assertions
tests.test_upstream_response_repairs,tests/test_upstream_response_repairs.py,test,supporting contract/test,False,0,0,0,0,0,5,4,0,1,0,,game.final_emission_meta;game.realization_authority;game.realization_provenance;game.upstream_response_repairs;tests.helpers.opening_fallback_evidence
tests.test_world_simulation_backbone_ownership,tests/test_world_simulation_backbone_ownership.py,test,ownership enforcement,False,0,0,0,0,0,4,4,0,0,0,,game.defaults;game.state_authority;game.world;game.world_progression
